1	22	16	11	10	7	5	76	59	41	1012	1009.59	1008	4.0	4.0	4.0	7	4	0	0.0	None 
2	20	14	9	9	7	6	82	57	43	1011	1004.43	980	5.0	4.1	4.0	11	4	0	0.0	None 
3	25	18	10	12	9	5	76	59	39	1010	1007.93	1006	5.0	4.1	3.5	15	6	0	0.0	 None
4	21	18	15	13	12	11	77	70	60	1009	1007.50	1006	4.0	3.8	3.0	11	5	0	0.0	None 
5	24	20	16	14	13	12	77	64	50	1008	1006.50	1005	5.0	4.1	4.0	18	7	0	0.0	None 
6	25	18	11	11	8	5	88	54	29	1009	1007.40	1006	4.0	4.0	4.0	22	10	0	0.0	None 
7	21	16	11	7	4	1	72	47	31	1006	1004.33	1003	4.0	3.5	3.0	15	8	0	0.0	None 
8	20	16	11	8	7	6	76	57	43	1011	1008.00	1004	4.0	3.0	2.0	22	9	0	0.0	None 
9	22	15	8	9	8	5	81	59	43	1013	1011.90	1010	7.0	4.8	4.0	7	4	0	0.0	 None
10	22	16	10	11	8	5	76	59	43	1016	1013.89	1012	4.0	4.0	4.0	11	4	0	0.0	None 
11	19	14	9	9	8	6	87	67	46	1017	1015.38	1014	4.0	4.0	4.0	11	4	0	0.0	 None
12	23	18	13	10	8	7	67	53	36	1015	1012.75	1011	4.0	3.8	3.0	63	10	0	0.0	Rain 
13	20	16	11	10	9	7	82	61	49	1019	1017.55	1016	5.0	4.5	3.0	11	7	0	0.0	Rain
14	23	16	9	11	8	5	82	63	44	1019	1017.20	1015	5.0	4.2	3.5	18	10	0	0.0	 None
15	25	18	10	10	9	7	82	58	39	1017	1015.17	1013	5.0	4.2	3.0	13	4	0	0.0	 None
16	22	18	14	11	9	8	72	53	46	1015	1012.75	1011	4.0	3.8	3.0	7	4	0	0.0	 None
17	29	22	14	14	11	8	77	52	33	1013	1011.23	1009	4.0	3.5	3.0	11	5	0	0.0	 None
18	27	22	16	12	11	9	68	47	34	1013	1011.60	1010	4.0	3.7	3.5	7	2	0	0.0	 None
19	28	22	16	14	13	11	73	53	39	1012	1010.25	1006	4.0	3.1	2.0	18	7	0	0.0	 None
20	22	19	15	3	-0	-2	45	31	20	1014	1013.43	1013	3.0	2.1	1.5	9	7	0	0.0	None 
21	26	18	10	8	7	6	76	52	28	1015	1013.58	1013	3.0	2.6	2.0	17	6	0	0.0	 None
22	24	18	11	10	8	4	67	53	41	1017	1014.78	1013	4.0	3.5	3.0	7	2	0	0.0	None 
23	29	22	15	14	12	8	72	48	40	1016	1014.50	1013	4.0	3.6	2.0	15	6	0	0.0	 None
24	27	22	16	14	12	9	64	53	42	1015	1013.57	1012	4.0	3.9	3.0	11	2	0	0.0	 None
25	29	24	19	14	11	10	68	50	30	1015	1013.83	1012	4.0	4.0	4.0	13	7	0	0.0	 None
26	29	20	15	15	12	10	72	62	40	1015	1014.14	1013	5.0	4.4	4.0	9	7	0	0.0	 None
27	29	24	18	13	11	10	64	47	30	1019	1017.19	1015	5.0	4.9	4.0	18	11	0	0.0	 None
28	24	20	16	13	12	12	77	64	47	1016	1015.12	1014	5.0	4.4	4.0	18	8	0	0.0	None
29	32	24	16	12	11	10	72	44	29	1009	1008.17	1007	4.0	4.0	4.0	11	3	0	0.0	None 
30	31	26	21	15	12	10	61	40	29	1013	1012.11	1010	4.0	4.0	4.0	7	4	0	0.0	None 
31	21	-	21	15	15	15	68	68	68	1013	1013.00	1013	4.0	4.0	4.0	4	4	0	0.0	None 
