1	21	13	6	9	6	4	100	74	35	1023	1021	1020	4	2	0	10	3	0	0.00	Fog
2	19	11	3	8	6	3	100	79	46	1025	1023	1020	4	2	0	11	3	0	0.00	Fog
3	21	11	2	9	6	2	100	75	40	1021	1019	1016	4	2	0	11	3	0	0.00	Fog
4	18	14	10	10	9	6	88	71	56	1021	1020	1018	4	2	1	14	6	0	0.00	Rain
5	22	14	8	9	7	6	93	69	43	1021	1019	1016	4	3	0	14	8	0	0.00	Fog
6	20	13	6	9	8	4	87	69	49	1021	1018	1017	4	4	3	14	8	0	0.00	None 
7	22	14	8	10	7	6	87	66	38	1021	1019	1018	5	4	1	11	2	0	0.00	None 
8	21	16	10	12	7	6	88	63	38	1021	1019	1017	8	5	4	14	11	0	0.00	Rain
9	21	14	8	9	7	5	87	66	35	1017	1015	1014	4	4	4	14	8	0	0.00	None 
10	21	12	4	9	7	4	100	75	43	1019	1017	1015	4	3	0	11	5	0	0.00	Fog
11	20	13	6	10	7	5	93	70	49	1021	1019	1016	4	2	0	8	5	0	0.00	Fog
12	17	13	9	11	8	6	94	76	59	1017	1016	1015	4	3	1	37	10	0	0.00	Rain
13	19	14	9	10	8	6	94	72	52	1018	1016	1015	5	4	1	11	6	0	0.00	Rain
14	17	12	8	11	8	6	100	79	59	1018	1016	1015	4	2	0	8	5	0	0.00	Fog
15	17	13	11	11	10	7	100	90	55	1019	1017	1016	3	1	0	11	5	0	0.00	Fog
16	14	10	6	12	9	5	100	86	67	1016	1015	1013	3	1	0	14	6	0	0.00	Fog
17	12	9	6	10	8	6	100	88	82	1019	1016	1015	3	1	0	11	3	0	0.00	Fog
18	15	11	7	8	7	5	93	80	59	1018	1016	1014	4	3	0	11	6	0	0.00	Fog
19	13	9	5	9	7	5	100	95	77	1018	1016	1014	2	1	0	11	3	0	0.00	Fog
20	11	10	9	9	8	7	100	93	76	1021	1019	1017	3	1	0	11	3	0	0.00	Fog
21	9	8	7	7	6	5	93	85	81	1023	1021	1020	3	1	1	8	5	0	0.00	Fog
22	9	7	4	5	4	1	87	81	71	1022	1020	1019	3	2	1	8	5	0	0.00	None 
23	9	7	4	6	4	1	100	89	70	1023	1021	1020	2	1	0	11	3	0	0.00	Fog
24	9	7	6	7	6	5	100	93	82	1022	1020	1018	1	0	0	11	6	0	0.00	Fog
25	10	8	5	6	5	3	100	90	71	1020	1018	1016	4	1	0	10	5	0	0.00	Fog
26	17	11	5	9	7	5	100	85	59	1018	1016	1015	4	2	0	11	3	0	0.00	Fog
27	21	13	6	12	8	6	100	78	43	1018	1016	1014	4	2	0	11	5	0	0.00	Fog
28	21	13	6	11	7	5	100	75	49	1018	1016	1014	4	3	0	19	3	0	0.00	Fog
29	15	14	13	13	11	9	94	85	77	1021	1018	1016	4	2	1	14	6	0	0.00	Rain
30	20	16	11	12	11	8	94	77	56	1019	1017	1015	7	5	3	19	11	0	0.00	Rain 
31	20	14	8	11	8	6	93	71	52	1018	1016	1015	5	4	1	19	8	0	0.00	None 
