1	21	14	9	11	9	7	87	72	46	1019	1017	1016	5	4	3	11	6	0	0.00	None 
2	18	13	9	13	11	9	100	86	68	1022	1020	1019	4	2	0	8	3	0	0.00	Fog
3	17	13	11	13	12	11	100	92	72	1020	1018	1015	16	2	0	19	3	0	0.00	Fog
4	20	15	10	14	11	9	100	84	49	1017	1013	1009	4	2	0	34	11	0	0.00	Fog 
5	19	16	13	14	13	10	88	83	73	1016	1014	1010	4	3	1	37	18	0	0.00	Rain 
6	19	14	9	10	8	6	94	77	52	1019	1017	1015	5	4	1	11	6	0	0.00	None 
7	20	14	8	10	8	6	93	73	52	1019	1017	1015	4	4	1	11	5	0	0.00	None 
8	19	14	9	10	9	8	93	73	49	1017	1015	1014	4	3	1	11	6	0	0.00	None 
9	20	13	7	9	8	7	100	80	49	1019	1017	1015	4	2	0	14	5	0	0.00	Fog
10	21	14	8	9	8	6	88	63	43	1018	1016	1014	7	5	4	19	8	0	0.00	None 
11	22	13	6	9	7	4	87	66	41	1019	1017	1015	5	4	1	11	3	0	0.00	None 
12	22	14	7	10	8	5	100	72	43	1023	1020	1018	4	3	0	8	3	0	0.00	Fog
13	24	14	6	10	8	5	93	72	38	1024	1022	1021	5	4	1	14	5	0	0.00	Fog
14	22	14	8	11	9	7	93	73	46	1024	1022	1021	5	4	1	8	6	0	0.00	Fog
15	22	16	11	11	9	9	88	69	43	1023	1021	1020	4	4	4	11	6	0	0.00	 None
16	25	18	12	12	11	8	77	58	41	1021	1019	1017	4	4	4	23	13	0	0.00	None 
17	25	19	13	12	11	10	88	60	41	1021	1019	1017	5	4	4	19	13	0	0.00	None 
18	23	19	15	15	13	12	82	68	53	1020	1018	1017	5	4	4	13	6	0	0.00	None 
19	26	21	17	14	14	13	82	68	44	1017	1014	1011	10	5	3	26	10	0	0.00	Rain
20	24	20	15	14	12	9	82	59	47	1010	1007	1005	5	4	4	14	10	0	0.00	Thunderstorm
21	24	18	12	11	9	8	82	67	41	1011	1007	1005	7	5	4	14	6	0	0.00	None 
22	24	17	9	10	8	6	93	62	31	1016	1013	1011	8	5	4	14	8	0	0.00	None 
23	24	17	9	9	7	3	82	60	27	1018	1016	1014	7	5	4	14	6	0	0.00	None 
24	24	16	7	8	6	5	87	57	31	1019	1017	1015	6	5	4	24	14	0	0.00	None 
25	25	17	8	8	6	3	87	50	24	1017	1014	1013	7	5	4	19	8	0	0.00	None 
26	26	17	8	10	8	6	87	60	28	1015	1013	1011	8	5	4	19	6	0	0.00	None 
27	26	17	8	11	9	5	82	58	30	1017	1015	1013	5	4	3	14	6	0	0.00	None 
28	23	18	14	15	12	8	94	73	53	1020	1016	1015	6	4	3	23	10	0	0.00	Rain
